model,engine,prompt_idx,prompt,reference,generated,rouge_1,rouge_l,bleu_1,bleu_4,bert_score,task_accuracy,semantic_similarity
awq,vllm,0,"generate an analyze level question: DEVELOPMENT OF CHEMISTRY Chemistry, as we understand it today, is not a very old discipline. Chemistry was not studied for its own sake, rather it came up as a result of search for two interesting things: i. Philosopher’s stone (Paras) which would convert all baser metals e.g., iron and copper into gold. ii. ‘Elixir of life’ which would grant immortality. People in ancient India, already had the knowledge of many scientific phenomenon much before the advent of modern science. They applied that knowledge in various walks of life. Chemistry developed mainly in the form of Alchemy and Iatrochemistry during 1300-1600 CE. Modern chemistry took shape in the 18th century Europe, after a few centuries of alchemical traditions which were introduced in Europe by the Arabs.","[ANALYZE] What patterns can you identify from the fact that philosopher’s stone (paras) which would convert all baser metals e.g., iron and copper into gold?",[ANALYZE] What is the relationship between the factors described in the phrase 'They applied that knowledge in various walks of life'?,0.17777777777777776,0.16666666666666666,0.14313853201434015,0.06528440784852985,0.1382168460768286,1.0
awq,vllm,1,"generate a level 3 question testing analytical thinking: The female gametophytes in these plants are retained on the parent sporophytes for variable periods. The development of the zygotes into young embryos take place within the female gametophytes. This event is a precursor to the seed habit considered an important step in evolution. The pteridophytes are further classified into four classes: Psilopsida (Psilotum); Lycopsida (Selaginella, Lycopodium), Sphenopsida (Equisetum) and Pteropsida (Dryopteris, Pteris, Adiantum). 3.4 GYMNOSPERMS The gymnosperms (gymnos : naked, sperma : seeds) are plants in which the ovules are not enclosed by any ovary wall and remain exposed, both before and after fertilisation. The seeds that develop post-fertilisation, are not covered, i.e., are naked. Gymnosperms include medium-sized trees or tall trees and shrubs ().","[ANALYZE] The heterosporous pteridophytes show certain characteristics, which
are precursor to the seed habit in gymnosperms. Explain.","[ANALYZE] What is the relationship between the factors described in the phrase 'The seeds that develop post-fertilisation, are not covered, i.e., are naked'?",0.2162162162162162,0.19047619047619052,0.2,0.06394766688900896,0.1676600183953539,1.0
awq,vllm,2,"create a question requiring evaluation or design from: For this reason, it is also known as the free energy of the reaction. ∆G gives a criteria for spontaneity at constant pressure and temperature. (i) If ∆G is negative (< 0), the process is spontaneous. (ii) If ∆G is positive (> 0), the process is non spontaneous. Note : If a reaction has a positive enthalpy change and positive entropy change, it can be spontaneous when T∆S is large enough to outweigh ∆H. This can happen in two ways; (a) The positive entropy change of the system can be ‘small’ in which case T must be large. (b) The positive entropy change of the system can be ‘large’, in which case T may be small. The former is one of the reasons why reactions are often carried out at high temperature. summarises the effect of temperature on spontaneity of reactions.","[EVALUATE & CREATE] If '∆G gives a criteria for spontaneity at constant pressure and' were not true, what consequences would follow? Justify your reasoning.",[EVALUATE & CREATE] Evaluate the significance of the fact that ∆G gives a criteria for spontaneity at constant pressure and temperature in the context of this topic.,0.5333333333333332,0.4897959183673469,0.46153846153846156,0.39540762763775095,0.4700188352192232,1.0
awq,vllm,3,"generate an evaluate and create level question: shows stress-strain curve for the estic tissue of aorta, present in the heart. Note that although estic region is very rge, the material does not obey Hooke’s w over most of the region. Secondly, there is no well defined pstic region. Substances like tissue of aorta, rubber etc. which can be stretched to cause rge strains are called estomers. 8.5 ESTIC MODULI The proportional region within the estic limit of the stress-strain curve (region OA in ) is of great importance for structural and manufacturing engineering designs. The ratio of stress and strain, called modulus of esticity, is found to be a characteristic of the material. 8.5.1 Young’s Modulus Experimental observation show that for a given material, the magnitude of the strain produced is me whether the stress is tensile or compressive.","[EVALUATE & CREATE] If 'which can be stretched to cause rge strains are called estom' were not true, what consequences would follow? Justify your reasoning.","[EVALUATE & CREATE] Evaluate the significance of the fact that the ratio of stress and strain, called modulus of esticity, is found to be a characteristic of the material in the context of this topic.",0.20408163265306126,0.10344827586206896,0.14705882352941177,0.05558947744927454,0.12754455237345413,1.0
awq,vllm,4,"generate a level 3 question testing analytical thinking: What then is the process by which organisms can carry out complete oxidation of glucose and extract the energy stored to Major pathways of anaerobic respiration 158 synthesise a larger number of ATP molecules needed for cellular metabolism? In eukaryotes these steps take place within the mitochondria and this requires O2. Aerobic respiration is the process that leads to a complete oxidation of organic substances in the presence of oxygen, and releases CO2, water and a large amount of energy present in the substrate. This type of respiration is most common in higher organisms. We will look at these processes in the next section.","[ANALYZE] Oxygen is an essential requirement for aerobic respiration but it enters
the respiratory process at the end? Discuss.",[ANALYZE] Compare and contrast the key concepts and ideas presented in the following sentence: In eukaryotes these steps take place within the mitochondria and this requires O2.,0.09999999999999999,0.13043478260869565,0.1111111111111111,0.053414136238197775,0.09874000748950114,1.0
awq,vllm,5,"create a recall or comprehension question from: Matter consists of indivisible atoms. 2. All atoms of a given element have identical properties, including identical mass. Atoms of different elements differ in mass. 3. Compounds are formed when atoms of different elements combine in a fixed ratio. 4. Chemical reactions involve reorganisation of atoms. These are neither created nor destroyed in a chemical reaction. Dalton’s theory could explain the laws of chemical combination. However, it could not explain the laws of gaseous volumes. It could not provide the reason for combining of atoms, which was answered later by other scientists. 1.7 Atomic and Molecular Masses After having some idea about the terms atoms and molecules, it is appropriate here to understand what do we mean by atomic and molecular masses.","[REMEMBER & UNDERSTAND] One of the statements of Dalton’s atomic theory is given below: “Compounds are formed when atoms of different elements combine in a fixed ratio” Which of the following laws is not related to this statement?
(i) Law of conservation of mass
(ii) Law of definite proportions
(iii) Law of multiple proportions
(iv) Avogadro law",[GENERATE] What is the significance of the term ‘atomic mass’?,0.18867924528301888,0.11940298507462686,0.005457166261017489,0.001864947663403584,0.0788510860705167,0.0
awq,vllm,6,generate a remember and understand level question: 4.27 Draw diagrams showing the formation of a double bond and a triple bond between carbon atoms in C2H4 and C2H2 molecules. 4.28 What is the total number of sigma and pi bonds in the following molecules? (a) C2H2 (b) C2H4 4.29 Considering x-axis as the internuclear axis which out of the following will not form a sigma bond and why? (a) 1s and 1s (b) 1s and 2px; (c) 2py and 2py (d) 1s and 2s. 4.30 Which hybrid orbitals are used by carbon atoms in the following molecules? CH3–CH3; (b) CH3–CH=CH2; (c) CH3-CH2-OH; (d) CH3-CHO (e) CH3COOH 4.31 What do you understand by bond pairs and lone pairs of electrons? Illustrate by giving one exmaple of each type. 4.32 Distinguish between a sigma and a pi bond. 4.33 Explain the formation of H2 molecule on the basis of valence bond theory.,"[REMEMBER & UNDERSTAND] In which of the following molecule/ion all the bonds are not equal?
(i) XeF4
(ii) BF4 –
(iii) C2H4
(iv) SiF4",[ASSISTANT GENERATE ANCHOR QUESTION] What is the total number of sigma and pi bonds in the following molecules? (a) C2H2 (b) C2H4,0.2790697674418604,0.17777777777777776,0.30404278426718134,0.08901011980535782,0.2124751123230443,0.0
awq,vllm,7,"generate a level 4 question testing critical and creative thinking: The commonly used property is variation of the volume of a liquid with temperature. For example, in common liquid–in–gss thermometers, mercury, alcohol etc., are used whose volume varies linearly with temperature over a wide range. Thermometers are calibrated so that a numerical value may be assigned to a given temperature in an appropriate scale. For the definition of any standard scale, two fixed reference points are needed. Since all substances change dimensions with temperature, an absolute reference for expansion is not avaible. However, the necesry fixed points may be correted to the physical phenomena that always occur at the me temperature. The ice point and the steam point of water are two convenient fixed points and are known as the freezing and boiling points, respectively.","[EVALUATE & CREATE] Create a real-world scenario where the concept described in 'Since all substances change dimensions with temperature, an ' would be practically useful.","[ciddg reasoning: 38
Explain the concept of isobaric process. Give an example.",0.1714285714285714,0.16666666666666666,0.09196986029286058,0.0540565959648328,0.12103042358823286,0.0
awq,vllm,8,"create a question requiring analysis from: The term “ionization enthalpy”, if not qualified, is taken as the first ionization enthalpy. The first ionization enthalpies of elements having atomic numbers up to 60 are plotted in . The periodicity of the graph is quite striking. You will find maxima at the noble gases which have closed electron shells and very stable electron configurations. On the other hand, minima occur at the alkali metals and their low ionization enthalpies Variation of first ionization enthalpies (∆iH) with atomic number for elements with Z = 1 to 60 can be correlated with their high reactivity. In addition, you will notice two trends the first ionization enthalpy generally increases as we go across a period and decreases as we descend in a group. These trends are illustrated in Figs.",[ANALYZE] Differentiate between the terms and concepts mentioned in: The first ionization enthalpies of elements having atomic numbers up to 60 are plotted in .,"[ANALYZE] What is the relationship between the factors described in the phrase 'In addition, you will find maxima at the noble gases which have closed electron shells and very stable electron configurations'?",0.20408163265306123,0.21428571428571427,0.21875,0.07030983742621925,0.17685679609124869,1.0
awq,vllm,9,"generate a level 1 question testing factual knowledge: The magnitude of acceleration due to gravity is represented by g. If air resistance is neglected, the object is id to be in free fall. If the height through which the object falls is small compared to the earth’s radius, g can be taken to be constant, equal to 9.8 m s–2. Free fall is thus a case of motion with uniform acceleration. We assume that the motion is in y-direction, more correctly in –y-direction because we choose upward direction as positive. Since the acceleration due to gravity is always downward, it is in the negative direction and we have a = – g = – 9.8 m s–2 The object is released from rest at y = 0.","[REMEMBER & UNDERSTAND] 24
An astronaut inside a small spaceship orbiting around the earth
cannot detect gravity. If the space station orbiting around the earth
has a large size, can he hope to detect gravity?","[BACKGROUND KNOWLEDGE] 12
An object of mass 10 kg moving at an initial speed of 10 m s–1 comes
to rest on a rough surface after 20 s. Calculate the work done by the
frictional force over this time interval.",0.12903225806451615,0.10666666666666667,0.12195121951219512,0.038658800638540984,0.09907723622047973,0.0
